location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
airoli,713.01,4,3,28,12,7.8,0,0,13140728
airoli,1370.88,1,4,10,14,8.6,0,1,24638015
nerul,1213.86,4,3,3,34,14.5,1,0,19263591
belapur,1004.23,3,4,12,4,12.4,0,0,17200697
ulwe,1557.71,1,2.529589,24,6,11.1,1,0,26956671
airoli,1107.11,3,2.529589,8,4,1.5,1,0,19009044
cbd belapur,897.15,1,2,16,5,4.9,0,1,11426212
ghansoli,816.06,3,2.529589,23,10,19.9,0,0,12095223
airoli,1017.88,1,1,6,30,3.8,1,1,15702368
ghansoli,1109.26,2.45977,2.529589,7,39,7.7,0,1,12014217
panvel,1150.33,2.45977,3,16,2,2.7,1,0,16788503
panvel,269.6,2.45977,2,25,16,5.6,0,1,4121862
panvel,1156.51,2,2,4,16,0.2,0,1,15387424
kharghar,1632.93,1,2.529589,18,23,3.4,0,0,21108639
panvel,992.98,1,1,3,9,10.3,0,0,12044792
kharghar,916.49,2,4,11,19.84628,21.5,1,0,16777582
nerul,919.68,2,2,8,31,13.8,0,0,13320655
airoli,1227.48,3,3,24,3,17.5,1,0,17104189
panvel,956.32,2,4,6,10,7.5,0,0,14627866
panvel,658.13,2,2.529589,10,27,1.9,0,1,5835196
cbd belapur,904.08,3,4,10,12,11.4,0,1,13724075
panvel,1348.82,2,3,3,10,14.8,0,1,15975419
panvel,1126.85,3,1,26,4,9.5,0,0,18169020
kharghar,564.5,2.45977,2.529589,32,31,23.5,0,1,8765421
vashi,947.84,1,4,9,4,14.2,1,0,12617269
airoli,768.3,2.45977,2,3,26,7.9,1,0,8579568
airoli,1511.98,2,4,25,39,5.1,1,0,20257225
kharghar,1614.44,1,4,30,4,16.5,0,0,20988776
belapur,1373,3,1,6,33,10.2,0,0,15577033
cbd belapur,1052.78,2,3,4,17,8.7,1,0,14461791
panvel,1218.68,3,1,14,5,4.6,1,0,19701814
ulwe,828.9,2,4,11,36,10.1,0,1,9604957
panvel,337.39,2,2,11,2,14.9,0,1,4968386
vashi,730.73,3,2,4,15,7.2,1,0,11433181
nerul,1866.76,4,4,16.554003,15,19.2,1,0,34131825
ghansoli,422.3,1,3,22,29,6.8,0,0,7357667
airoli,705.99,2,4,24,15,12.1,0,1,6292317
cbd belapur,866.97,4,3,19,34,15.9,1,0,13072748
ghansoli,1196.8,3,4,9,19,12.1,0,0,19469068
nerul,1152.46,2.45977,2.529589,12,9,1.7,0,0,17149124
cbd belapur,1199.65,2,3,12,28,11.8,1,0,12610152
kharghar,1235.08,1,1,30,18,3.3,0,1,22063098
kharghar,796.08,3,4,32,25,9.7,0,1,13561257
cbd belapur,255.79,2,2,28,36,15.3,1,0,2525332
belapur,817.69,3,1,9,16,4.9,0,0,16255538
nerul,1011.53,4,1,34,20,12.6,0,0,16412597
cbd belapur,667.33,2,1,18,11,12.3,0,0,6264605
cbd belapur,1225.88,1,1,4,5,5,0,1,13893062
vashi,697.66,2,1,2,17,10.6,0,0,9568495
nerul,947.15,2.45977,2,0,28,9.1,1,0,13073207
kharghar,899.55,1,2.529589,5,9,13.8,0,1,12518477
airoli,928.7,2.45977,1,21,29,2.1,1,0,12422844
panvel,1197.88,3,2,24,15,4.8,1,0,20795194
airoli,1794.53,4,4,28,2,12.1,1,1,26899392
ulwe,947.52,2,2,4,30,10.4,1,0,11331173
ghansoli,521.58,2,1,0,20,2.3,1,0,9017111
ulwe,1040.14,4,1,8,8,4.8,1,1,20693934
vashi,1081.8,4,4,31,8,1.1,0,0,14085805
nerul,840.94,2,3,8,21,20.1,1,0,16511752
ghansoli,594.74,4,2.529589,33,19,6.2,0,1,9048559
vashi,66.9,2,2.529589,7,6,6.7,0,0,-313761
nerul,778.37,4,2,11,13,6.5,0,0,11832184
belapur,638.53,4,3,31,5,19.1,1,0,9864072
panvel,232.43,2.45977,1,29,25,4.6,1,0,1840185
panvel,342.33,4,3,2,26,8,1,0,5574371
cbd belapur,470.06,1,1,6,36,6.2,1,0,7590807
airoli,1191.48,2.45977,1,28,28,8.6,0,0,10426387
kharghar,1038.23,4,3,23,33,8.5,0,0,20702980
panvel,752.74,3,2.529589,10,28,14.3,0,1,9104919
ulwe,876.74,2,2,32,6,5.9,0,0,11968446
belapur,247.8,2,4,13,12,10.7,0,1,4716255
airoli,538.93,4,4,1,31,15.6,1,1,9183983
nerul,980.99,3,2.529589,1,19,17.1,0,1,17000072
belapur,1771.8,2,4,7,29,2.4,0,0,16392363
airoli,487.22,4,1,12,33,9.9,1,0,5883673
vashi,822.74,2.45977,4,26,33,11.6,0,0,11571300
ghansoli,565.95,1,1,25,14,8.9,0,1,8575613
cbd belapur,961.7,2.45977,1,14,14,6.4,0,0,14634228
nerul,1303.24,2,4,16.554003,27,7.5,0,1,17561010
nerul,901.03,2,2,21,21,2.5,0,0,12894406
belapur,620.59,2,1,31,21,7.8,0,0,9125178
vashi,573.15,1,2.529589,10,39,1.3,1,0,10375304
panvel,687.22,2.45977,2.529589,0,30,5.7,0,0,6323513
airoli,677.58,2.45977,2.529589,19,21,14,0,1,9616752
ghansoli,1427.32,2.45977,4,1,14,2,0,0,14898048
kharghar,645.03,2,2.529589,27,22,3.4,1,0,7460324
panvel,972.29,2,2.529589,33,28,14.6,1,1,13630587
vashi,4756.75,2.45977,2.529589,2,28,10,0,0,66069798
panvel,973.88,2,1,7,35,8.6,1,1,17643264
ulwe,948.9,4,2.529589,14,20,8.1,1,1,19454550
kharghar,1150.37,1,1,17,29,2.1,0,0,21995843
nerul,976.01,3,3,23,39,12.9,1,0,15362826
vashi,1326.47,4,1,8,19.84628,9.2,1,0,22643845
ghansoli,1096.91,1,2,10,33,19,0,0,10423907
ghansoli,1619.03,2,2,18,17,10.5,1,0,23533099
ghansoli,615.1,2.45977,1,25,9,4.4,0,1,9837310
kharghar,1276.92,2,1,32,33,13.7,1,0,16974038
ghansoli,733.41,1,4,24,18,7.4,0,1,12215742
kharghar,759.51,4,3,9,9,13.2,1,1,14594325
panvel,1636.36,2,1,5,1,7.4,0,0,30987241
vashi,1229.48,2,4,22,17,8.2,1,0,13180090
airoli,696.29,2.45977,2,14,4,6.6,0,0,11346606
ghansoli,2197.07,3,1,6,26,7.9,1,0,26024688
kharghar,447.96,2,3,29,32,5.9,0,0,8636409
ulwe,859.68,2,1,30,23,16.6,1,0,12209499
kharghar,1714.8,4,2,1,38,15,0,1,28035990
panvel,1463.62,4,2,31,4,13.2,1,1,18685421
airoli,1015.8,4,4,16,10,6.6,0,0,17296371
panvel,1020.22,3,2,29,4,10.5,0,0,11812385
kharghar,1148.69,2.45977,3,15,15,7.2,0,1,17349709
airoli,875.3,1,2.529589,25,11,6,0,0,13849103
kharghar,967.63,2,2,9,39,3,0,1,14953121
cbd belapur,924.09,3,2.529589,14,15,8.6,0,0,11745112
vashi,1370.64,2,2,20,39,2.9,0,0,18700624
nerul,15.23,4,1,2,2,2,0,1,-77725
airoli,1297.38,1,2,11,10,19.6,0,0,19028875
ulwe,1806.55,2,2,4,3,3.5,0,0,19994513
ghansoli,1040.02,1,1,7,34,8.4,1,1,13174967
cbd belapur,979.33,2,3,7,19.84628,13.8,1,1,14574302
cbd belapur,1664.7,4,2,24,19.84628,6.4,1,0,27621352
belapur,1542.67,2,1,6,14,19.8,0,0,23564861
panvel,977.01,1,2,6,25,0.5,1,0,14763486
ghansoli,94.4,2.45977,1,24,8,6.8,0,0,1514137
kharghar,939.86,1,4,15,15,4.5,1,1,13674751
ulwe,1082.28,3,3,24,24,2.2,1,0,16316882
vashi,438.79,2.45977,1,29,23,1.9,1,0,6199905
airoli,1207.72,4,2.529589,2,1,8.9,0,1,15703121
panvel,1730.34,3,1,10,12,9.6,1,0,22806689
vashi,644.7,2,1,0,14,2.8,1,0,8518248
vashi,1117.3,3,2,16.554003,21,10.4,0,0,17528005
cbd belapur,854.45,2,4,25,32,3,1,0,10996824
nerul,530.7,3,2.529589,7,2,6.6,0,1,8625264
kharghar,846.73,4,4,1,3,11.1,0,0,17826866
belapur,1816,2,2.529589,25,3,16.7,0,1,28570523
kharghar,1111.06,3,2.529589,27,31,5.2,0,1,20135330
ghansoli,1019.01,2,1,30,33,11.1,0,0,17886791
kharghar,1832.59,1,1,13,28,8.5,1,1,26022645
kharghar,125.13,2,2,29,1,1.3,1,1,2387440
airoli,1049.75,4,3,25,30,7.9,0,0,20075630
cbd belapur,536.51,2,2.529589,28,23,6.4,0,1,7241877
cbd belapur,861.63,4,3,15,14,9.1,0,1,17267180
belapur,1359.01,4,1,18,22,0.4,1,0,14116021
belapur,544.67,2.45977,4,7,19,12.2,0,0,8244364
ulwe,1350.05,2.45977,4,2,4,22.6,0,0,19976846
ulwe,700.94,2,4,9,39,9.2,1,0,7693488
kharghar,714.17,2.45977,2.529589,18,5,0.2,0,0,9006164
airoli,1321.9,1,4,33,19,5.4,0,0,14654309
panvel,1396.96,2.45977,1,34,38,16.7,1,0,15834661
kharghar,721.7,2,3,7,19,3,1,0,12030113
panvel,1167.44,2,2.529589,16.554003,15,5.8,0,1,14068552
kharghar,773.9,2,1,10,24,15.7,0,1,11597211
panvel,937.84,1,2.529589,24,4,13.6,1,0,12178069
airoli,1112.82,2.45977,1,16.554003,34,2.2,1,1,17382330
panvel,843.34,2,2.529589,10,25,5.4,0,0,14881260
nerul,1295.24,1,3,28,28,0.6,1,1,20549134
nerul,1000.73,3,1,16.554003,14,5.8,0,1,11566212
airoli,636.1,4,2.529589,5,14,5.8,0,0,12403740
kharghar,379.55,4,3,17,13,9.7,0,1,4910119
ghansoli,957.53,2,1,22,21,1,0,1,10130908
panvel,1165.37,4,3,16.554003,18,12.3,0,1,14133629
nerul,1102.15,2,2.529589,16,32,6.9,1,0,18988005
panvel,1418.66,3,2.529589,5,8,5.8,0,0,17260353
ghansoli,1219.71,2.45977,4,24,22,7.3,0,0,13148185
nerul,917.63,4,3,1,9,7.3,1,1,11774141
kharghar,347.88,4,3,11,2,10.5,1,0,5694908
ulwe,472.18,2.45977,4,11,12,3,1,0,7131081
airoli,1278.39,2,4,11,11,8.7,1,0,18343743
airoli,854.2,2,1,25,28,10.5,0,0,12578675
panvel,1369.6,1,3,16.554003,37,3.8,1,0,19878567
panvel,1199.32,4,4,11,38,5,0,1,14084642
ghansoli,656.18,2,1,17,19.84628,14.1,1,1,10208674
nerul,1010.66,2.45977,1,7,4,1.9,0,0,13070197
panvel,1592.14,2,1,12,2,15.3,1,0,17027840
nerul,478.43,3,1,12,5,6.7,0,0,9257661
ghansoli,1357.06,2.45977,3,21,18,9.6,1,1,23669135
cbd belapur,699.77,3,2.529589,6,29,11.5,0,0,10122112
airoli,1619.58,4,2.529589,8,13,8.2,1,1,20347822
vashi,633.99,2.45977,4,8,2,4.2,0,1,7079739
nerul,1587.27,1,3,6,22,4.9,0,0,29015013
kharghar,610.06,4,2,5,20,13,0,0,6381565
ulwe,-62.9,4,3,12,1,12.1,0,0,-1072876
panvel,1494.05,2,2,8,22,0.5,1,1,16221078
nerul,1167.4,2,2.529589,12,37,14.5,0,0,16205759
airoli,1501.67,3,2.529589,31,30,7.5,0,0,30315636
airoli,554.99,2,3,5,10,12.4,1,0,9565459
airoli,842.24,3,2,16,31,12.3,1,1,12954325
nerul,1023.54,1,2,33,7,4.1,1,0,16369579
ulwe,1262.81,2.45977,3,28,16,2.5,1,0,15213401
ghansoli,705.45,4,1,18,8,7.4,0,1,11883407
panvel,1162.44,1,2.529589,29,21,17.7,0,1,12267836
nerul,612.27,2,3,22,19.84628,8.6,0,0,10061421
ulwe,1156.01,2,4,10,31,11.1,0,1,19437223
nerul,1529.12,2.45977,1,27,6,13.6,0,1,22707709
kharghar,737.8,2,1,1,9,4.5,1,1,11197294
airoli,352.38,2,3,14,21,6.7,0,1,4796231
vashi,663.88,2.45977,4,10,30,12.1,0,0,10891137
vashi,1647.83,2,4,1,32,13.2,0,0,26226102
panvel,1359.35,2,3,28,19.84628,6.9,1,1,21715721
panvel,816.61,4,3,23,18,0.5,0,1,10060544
panvel,818.94,1,4,16.554003,7,5.6,1,0,13337744
airoli,3063.48,2,2.529589,3,39,7.2,1,1,33653869
panvel,762.21,2,4,14,29,11.3,0,1,8107192
panvel,1333.78,2,3,30,19,15.7,0,0,21738441
vashi,641.32,2,3,15,15,15.7,0,1,9664318
nerul,645.3,2.45977,1,1,35,6.2,1,0,8299385
panvel,810.68,2,2,19,19,5,0,0,10507553
vashi,1366.08,4,1,12,4,0.4,0,0,29685373
nerul,1205.46,1,1,30,28,14.3,1,0,19075942
panvel,1078.64,2,3,28,33,18.5,0,1,20918982
kharghar,929.55,3,3,10,13,8.1,1,0,11329443
ulwe,735.68,1,1,16.554003,31,2.2,1,1,11501374
panvel,830.13,1,3,27,18,7.7,0,0,14040839
cbd belapur,597.43,2,2.529589,22,37,16.4,0,0,5844590
kharghar,657.65,2.45977,1,20,26,7.1,1,0,5653173
nerul,1483.78,2,4,16.554003,24,13.9,1,0,28637297
kharghar,1572.75,4,3,27,30,6.8,0,0,21771663
ghansoli,466.31,1,4,21,35,5,0,0,5885720
kharghar,603.25,2,4,32,31,7.8,0,1,10103906
ghansoli,136.13,3,2,15,3,5.8,1,1,2045320
belapur,827.31,1,4,27,12,1.1,0,0,12761166
cbd belapur,-226.16,3,4,0,8,11.9,0,0,-2288086
cbd belapur,958.94,3,4,9,1,18.2,0,1,11022956
nerul,1335.63,4,1,17,9,15.1,0,0,25464115
kharghar,1415.14,1,2.529589,23,23,4.5,0,1,14481297
ghansoli,835.2,2,2.529589,20,8,14.9,0,1,13073889
nerul,951.58,4,4,6,9,4.5,0,1,16839597
nerul,876.28,2.45977,4,20,14,6.8,1,0,11120664
panvel,1208.45,1,3,21,1,6.1,0,0,17061776
nerul,46.23,2,3,23,22,4.6,0,1,622890
ghansoli,2578.15,2,1,31,38,6.1,0,0,34755149
ulwe,914.58,2.45977,4,23,24,5.3,1,0,10880452
kharghar,1118.69,2.45977,1,3,7,7.6,1,0,19889967
panvel,80.46,2.45977,2,3,18,4.2,0,0,1364226
ghansoli,416.75,2,1,3,2,1.3,0,0,4566619
nerul,106.64,2.45977,2,21,32,9.9,1,1,1532626
nerul,1044.08,2,3,1,31,1.1,1,1,14538375
kharghar,1411.74,4,4,5,31,5.1,1,0,29330108
kharghar,956.01,2.45977,3,15,33,8.1,1,1,14707249
kharghar,-438.57,4,2,7,20,10.5,1,1,-6280979
airoli,1299.26,2,2,34,12,3.2,0,1,15581264
cbd belapur,205.41,1,4,3,5,5.1,1,0,1903347
ulwe,880.21,1,2.529589,33,31,14,0,1,11744538
ulwe,1130.49,2,4,28,31,7.6,1,1,18842641
nerul,491.78,2,2.529589,14,30,0.2,0,1,6549131
kharghar,561.95,2,3,16.554003,23,5.6,1,0,7852669
ulwe,1221.75,2,2.529589,22,36,1.1,1,1,20942925
nerul,5139.81,4,2,31,30,14.3,0,1,79876522
airoli,234.77,2,4,16.554003,13,13.6,1,1,5167488
cbd belapur,1018.6,1,4,16.554003,26,10.3,0,0,11442230
airoli,747.61,2,4,11,12,1.8,0,0,8387799
airoli,456.06,2,1,1,25,13.7,1,1,6749169
vashi,80.95,2,2,4,5,7.6,1,0,1891448
airoli,1228.37,1,2.529589,12,16,4.9,0,1,15953910
nerul,1235.9,4,4,16.554003,29,6.6,1,0,24062279
airoli,496.29,2,1,20,15,7.1,1,0,6764967
belapur,918.37,4,2,7,37,4.5,0,1,18029087
nerul,373.44,3,1,17,30,5.4,1,0,4760986
belapur,1144.47,4,1,16,18,3.7,1,0,18804209
vashi,1254.36,2,3,8,11,6.8,0,1,18235515
kharghar,1068.82,3,2,7,10,0.4,0,1,18935139
panvel,954.75,3,3,17,4,10.3,1,0,19542973
panvel,985.83,1,4,13,22,6.8,0,1,17196086
panvel,849.14,4,3,33,3,20.1,1,1,16310230
airoli,1497.7,3,4,6,28,1.2,1,1,16768561
airoli,521.92,3,2,29,21,18.3,1,0,8499538
airoli,1580.98,2.45977,4,26,10,7.4,1,0,23369813
kharghar,571,2.45977,3,15,37,4.2,0,0,6565961
ulwe,73.24,1,3,12,19.84628,7,1,1,-102674
panvel,721.9,4,4,15,15,14.9,0,0,15755618
airoli,610.27,1,4,26,33,6.3,0,0,10223297
ulwe,1057.61,3,1,18,2,4.9,0,0,12936623
belapur,1298.77,2,4,15,18,16.6,0,1,19289901
kharghar,-346.51,4,4,6,28,1.9,1,0,-5387925
cbd belapur,1080.65,1,4,14,1,18.4,0,0,17718323
nerul,1050.73,2,1,16.554003,1,2.5,0,0,11173787
airoli,858.25,2,1,2,2,8.9,0,0,9153206
airoli,1105.84,4,1,18,36,5.3,0,0,19490416
nerul,791.12,2.45977,4,30,21,1.4,0,0,11553071
belapur,995.31,2,1,18,14,0.6,0,1,12864165
kharghar,839.87,2,4,22,34,12.5,0,1,9925029
panvel,599.02,2,4,9,9,16.5,0,0,9179316
ghansoli,937.09,2.45977,2,30,2,2.2,1,0,15863615
panvel,1186.58,2,4,8,15,12.1,0,1,12413820
cbd belapur,1142.83,3,1,19,33,10.2,1,0,16152783
ghansoli,989.84,2,2.529589,2,39,2,0,0,14372028
cbd belapur,-99.93,1,2.529589,11,31,23.3,0,0,-1479454
panvel,1275.55,3,4,12,8,2.4,0,1,24318230
kharghar,1222.11,2.45977,2,16,21,14.9,1,1,13628765
kharghar,1218.96,2,3,31,5,9,0,0,20152203
nerul,1125.8,2,2,11,5,12.7,0,0,17815698
belapur,65.43,2,4,12,5,15.2,0,1,1573423
kharghar,61.08,2,2.529589,32,6,5.5,0,0,656536
panvel,680.26,2.45977,2,2,18,3.5,1,0,7122690
kharghar,563.39,1,3,19,21,10.5,0,0,5543974
cbd belapur,1501.39,3,4,20,35,4,0,0,17043855
nerul,1319.4,2,1,10,1,1.7,0,1,19509671
nerul,1034.1,2.45977,4,24,36,18.2,0,1,13976848
kharghar,904.18,4,3,27,4,8.5,1,1,12214185
ulwe,1137.42,2,3,16.554003,22,18.7,0,1,17098417
cbd belapur,1536.08,3,2.529589,27,32,2.7,0,1,23008440
ulwe,1474.47,3,4,18,19.84628,6.7,1,1,28810006
panvel,1079.67,2,2,16.554003,17,19.8,0,0,16361939
ghansoli,611.94,2,4,17,6,11.3,0,0,7235780
panvel,517.58,2.45977,2,33,14,14.3,0,1,9528750
kharghar,1961.97,2,2,6,19,2,1,1,33785562
nerul,997.61,3,3,6,2,1.2,1,0,9957891
ulwe,544.23,2,2.529589,1,19,12.7,1,0,7284666
belapur,1280.42,4,4,21,4,5.4,1,1,23029451
ulwe,901.39,2,2.529589,11,6,16.8,0,0,12812813
panvel,417.72,2.45977,3,4,18,5.1,0,1,6557472
ulwe,990.12,2,2.529589,22,37,6.7,1,0,14252839
cbd belapur,1751.07,1,3,32,7,9.7,0,0,31713299
airoli,1304.95,2,1,28,37,14.1,0,0,17208452
kharghar,812.06,3,3,17,14,22,1,0,12604376
vashi,1227.24,2.45977,3,16.554003,34,9.1,1,1,17048658
belapur,1238.98,3,4,12,2,5.8,0,0,15218424
ulwe,789.65,1,3,33,17,11.7,1,1,10759396
airoli,665.12,2,4,28,2,10.5,0,0,10991143
vashi,1526.69,2,2.529589,33,15,12.7,1,0,23862398
cbd belapur,592.87,4,3,0,4,17.2,1,0,11915151
nerul,881.4,1,4,13,4,2.1,0,0,13389877
airoli,673.45,4,3,3,18,12.1,0,0,8829352
vashi,524.48,2.45977,3,14,31,3.3,0,1,4937345
nerul,1075.79,4,2,11,31,19,0,0,18709764
cbd belapur,966.55,4,2.529589,0,39,11.3,0,0,19625520
ghansoli,2003.69,1,2.529589,19,37,3.2,1,0,26098760
airoli,677.65,2,1,12,9,2.1,0,1,10618093
airoli,791.55,2.45977,3,16,29,5.3,1,0,12390542
airoli,854.76,4,1,28,38,8.3,1,1,16541494
nerul,658.39,1,2.529589,1,33,5.4,0,0,11582975
cbd belapur,1294.79,4,4,16.554003,35,0.1,0,0,23490038
nerul,949.17,1,2,14,34,10.5,1,0,12210058
kharghar,3144.35,1,2,12,5,7.6,0,1,42535708
airoli,1042.5,1,1,4,25,7.5,0,1,19149360
airoli,1321.79,2,3,21,33,2.6,0,0,13557678
nerul,1221.14,2.45977,1,5,20,17.9,0,0,13997202
airoli,380.35,2,4,30,34,5.3,1,0,5545276
airoli,987.26,2,4,14,38,9.1,0,1,16060536
kharghar,47.5,3,3,16.554003,6,0.9,0,1,691464
kharghar,1644.39,3,4,9,5,9.2,0,0,17892895
panvel,1358.61,3,4,8,12,13.5,0,0,17189818
airoli,1031.53,3,2.529589,2,12,5.2,0,0,11698106
cbd belapur,842.59,4,1,4,17,2.7,0,1,13251676
airoli,492.4,1,4,5,26,3.8,1,0,4668834
kharghar,136.3,1,4,31,28,0.5,0,0,1325620
cbd belapur,885.15,3,3,30,10,8.9,0,1,16568628
vashi,910.87,4,1,17,27,1.4,1,1,15589490
nerul,1059.05,2,4,2,8,10.1,0,1,15722910
kharghar,999.07,2,2.529589,19,36,17.7,1,0,10653590
ulwe,1023.72,2,4,14,37,5.5,1,0,13628330
ghansoli,737.14,2.45977,2,20,15,5.7,0,0,10749764
panvel,1939.58,3,2.529589,33,28,2.1,1,0,21541180
cbd belapur,909.94,2.45977,4,11,19.84628,6.8,0,1,10510181
vashi,433.78,2,3,22,27,7.1,1,0,5718100
ulwe,1018.9,4,1,26,34,12,0,0,19814938
ulwe,1520.79,2,4,3,26,4.8,0,1,22249957
panvel,1156.78,1,3,29,3,6.7,0,0,11982991
vashi,1239.89,1,4,6,34,6.6,1,0,18525337
airoli,788.77,2.45977,1,10,24,9.6,1,1,8673851
kharghar,1547.98,3,3,19,19,2.4,0,1,27558327
kharghar,659.07,2,2.529589,11,14,12.4,1,1,11677007
panvel,1495.03,2,1,4,14,17.8,0,1,19016423
airoli,1435.24,1,3,16,12,8.9,1,0,20254178
cbd belapur,1371.57,3,1,31,24,2.2,1,0,23376303
nerul,1415.35,2,4,7,14,14.4,0,1,19310601
cbd belapur,913.91,2,4,28,19.84628,12.7,1,1,10072242
nerul,1220.2,2,4,31,2,10.8,0,0,17060100
airoli,675.76,2,1,16.554003,26,9.9,1,0,8929995
panvel,214.49,2,4,13,10,3.1,1,1,2795448
ghansoli,1347.78,1,2,9,16,11.9,0,0,14856466
cbd belapur,684.73,1,2,5,26,9.2,0,0,9146369
cbd belapur,1411.56,2,3,16.554003,26,3.2,1,1,27006386
ghansoli,4811.5,2,2.529589,10,11,6,1,1,74606309
nerul,1118.77,2.45977,1,19,35,8.8,0,0,16007429
ghansoli,6650.29,4,1,16.554003,16,6.8,0,0,118705554
cbd belapur,1209.3,2,2.529589,28,34,8.8,1,0,13941983
vashi,826.61,1,4,29,27,22.6,0,1,9944469
airoli,507.48,3,3,18,30,5.3,1,0,9446719
kharghar,71.01,2,4,20,1,1.4,0,0,1489576
panvel,21.22,1,2.529589,6,38,11.3,1,1,1154864
nerul,756.93,1,1,29,11,3.7,0,0,7959044
cbd belapur,1332.52,3,4,17,32,21.9,0,1,26785304
airoli,579.31,4,3,8,2,15.7,0,1,7321763
nerul,888.4,1,2,6,29,7,0,0,13321843
cbd belapur,339.75,2,2.529589,34,29,7.9,1,0,6075417
airoli,1130.84,2.45977,3,4,5,0.1,0,1,11002355
vashi,1163.99,3,2,27,9,4.4,1,0,17234699
kharghar,1152.39,2,3,0,32,3.6,1,1,13831493
airoli,469.36,2,3,15,10,10.7,1,0,7321089
nerul,463.01,2,4,30,22,7.9,0,1,4439361
belapur,697.9,1,3,3,30,13.2,0,0,7186503
panvel,882.06,2,1,2,25,17.8,0,1,11485246
kharghar,821.96,2,2.529589,2,33,6.4,1,0,10091693
airoli,557.56,2,2.529589,30,6,3,1,1,9605672
nerul,1597.52,2,3,13,19.84628,10.5,0,1,24454046
nerul,902.93,2,2.529589,32,4,5.3,0,0,16626784
cbd belapur,1231.06,2,3,25,11,9.4,1,0,17988966
kharghar,212.83,4,3,15,1,9.5,0,0,4926042
airoli,886.54,2.45977,4,13,19.84628,9.3,0,1,9794316
ghansoli,1394.65,2,2,30,13,10.1,0,0,15640736
ghansoli,1406.88,3,3,27,30,14.9,0,0,25855731
kharghar,1060.62,3,4,29,17,12.8,0,1,17732782
panvel,904.18,4,2.529589,2,19.84628,15.4,1,0,13761664
airoli,1246.14,2.45977,2,5,19,5.3,0,0,15922710
cbd belapur,1466.82,3,4,30,10,3.5,0,0,23772722
airoli,1334.6,4,3,34,27,14.9,1,0,18987219
kharghar,1161.58,2.45977,3,26,19.84628,4.2,0,0,12931977
panvel,813.64,4,2.529589,21,28,10.6,0,0,12146034
belapur,622.72,1,3,18,30,8,0,0,6787214
panvel,689.99,4,1,17,27,4,0,0,8202277
airoli,1128.79,2.45977,3,18,28,4.2,0,0,10390487
panvel,1009.4,2,4,3,4,10.8,0,0,16490476
nerul,1065.46,1,2.529589,31,30,8.4,0,1,14492397
kharghar,891.57,2.45977,2.529589,10,37,4.4,0,0,10414047
cbd belapur,1462.13,3,2,19,33,5.3,0,1,15531735
nerul,318.15,4,1,21,23,16.3,0,0,4262086
airoli,176.53,2.45977,2.529589,33,32,0.8,0,0,3160714
panvel,852.37,2,2.529589,33,35,7.8,0,1,13616361
kharghar,324.01,1,1,4,30,10.2,1,0,5984094
ulwe,733.55,1,1,34,19,14.4,1,0,9741909
ghansoli,618.6,3,4,17,10,7.4,0,1,11188052
airoli,596.34,4,1,7,37,7.5,0,1,13151410
airoli,5868.67,4,2.529589,13,24,1,0,1,77340082
cbd belapur,1055.39,2.45977,1,2,25,10.2,1,0,9913088
airoli,946.75,3,4,21,4,8.9,0,0,18482771
nerul,676.55,1,1,21,18,6.4,0,1,6928168
kharghar,739.94,2,1,9,30,15.5,1,1,12299939
nerul,141.85,4,3,20,32,17.5,0,1,2976383
panvel,515.7,1,3,33,8,8.2,0,0,7729992
nerul,601.52,3,4,14,3,8.4,1,1,9509579
ulwe,1273.65,3,3,10,6,2.9,0,0,15234580
nerul,666.98,2,4,10,7,4.8,0,1,12722023
ghansoli,935.59,4,2,28,2,12.6,0,0,15017296
belapur,786.77,1,2.529589,32,25,4.2,0,0,10370945
cbd belapur,948.68,1,1,27,7,22.2,1,0,16155204
nerul,802.62,3,4,10,17,8.1,1,1,14687022
cbd belapur,1302.46,1,4,2,18,8,1,0,13494541
airoli,554.88,1,3,14,7,11.2,0,0,8673681
ulwe,1313.2,2.45977,4,33,1,11,0,1,15468139
panvel,748.09,2.45977,1,9,2,13,0,1,7410383
airoli,732.56,3,3,8,16,20,0,0,13859603
ulwe,999.39,3,2.529589,31,19,7.3,0,1,17161216
ulwe,396.66,3,3,16.554003,9,13.4,0,1,4854542
belapur,1223.89,1,3,13,28,9.7,0,0,16395814
nerul,1523.37,2.45977,2,31,13,11.2,0,0,25712121
kharghar,1213.11,1,2,34,19,7.6,1,0,18758844
cbd belapur,1785.38,2,2.529589,30,30,1.5,1,1,26295893
airoli,107.74,3,2,27,16,1.3,0,1,2546218
kharghar,267.78,2,2.529589,20,18,11.8,1,1,4851331
kharghar,1131.92,2,2,28,35,12.6,1,0,19861999
panvel,133.01,2,3,24,31,18.3,0,1,2265296
belapur,1706.88,3,3,16.554003,6,2.7,1,0,30267304
ghansoli,982.08,4,2.529589,34,39,2.6,0,0,15978201
cbd belapur,1121.05,2,2,31,7,1.4,0,0,14622100
kharghar,1239.74,1,2,1,32,8.4,0,1,15508275
panvel,1565.68,3,2,13,36,2.4,0,0,21530473
cbd belapur,542.43,1,2,25,4,1.6,0,0,5970442
ulwe,1398.6,2.45977,3,15,39,4,1,0,22083378
kharghar,1091.42,2,4,26,1,6.5,0,0,21012884
airoli,1275.01,3,2,3,16,16.1,0,1,24385418
belapur,1285.4,2,4,3,6,8.5,1,0,15922388
